Analysis_ID,Province,Census_Division,Municipality_ID,Municipality_Name,Market_Zone_ID,Market_Zone_Name,Zone_Type,Is_Official_Zone,Candidate_ID,Candidate_Name,Candidate_Address,Latitude,Longitude,Radius_km,Population,Previous_Population,Population_Growth_Pct,Land_Area_km2,Population_Density,Population_20_34,Age_20_34_Pct,Population_18_34_Estimated,Age_18_34_Pct,Target_Age_Population,Target_Age_Pct,Private_Households,Renter_Households,Renter_Pct,Apartment_Dwellings,Apartment_Pct,Average_Household_Income,Estimated_Median_Income,Labour_Force_Population,Employed_Population,Unemployed_Population,Employment_Rate,Unemployment_Rate,Transit_Stops,Transit_Commuters,Transit_Commuter_Pct,Walking_Commuters,Nearest_College_km,Nearest_University_km,Education_Facilities_Count,Parking_Available,Parking_Spaces,Road_Visibility_Rating,Accessibility_Rating,Total_Gym_Count,Budget_Gym_Count,Midmarket_Gym_Count,Premium_Gym_Count,Boutique_Gym_Count,Independent_Gym_Count,Chain_Gym_Count,Gyms_Per_10k,Budget_Gyms_Per_10k,Population_Per_Gym,Target_Population_Per_Gym,Target_Population_Per_Budget_Gym,No_Budget_Gym_Flag,Nearest_Gym_km,Nearest_Budget_Gym_km,Gyms_With_Verified_Prices,Price_Completeness_Pct,Minimum_Monthly_Fee,Average_Monthly_Fee,Median_Monthly_Fee,Maximum_Monthly_Fee,Average_Joining_Fee,No_Contract_Gym_Count,Free_Trial_Gym_Count,Open_24_7_Count,Personal_Training_Count,Group_Classes_Count,Cardio_Equipment_Count,Free_Weights_Count,Showers_Count,Locker_Count,Parking_Count,Pool_Count,Sauna_Count,Childcare_Count,Women_Only_Area_Count,Accessible_Gym_Count,Average_Service_Count,No_24_7_Gym_Flag,No_Childcare_Gym_Flag,No_Pool_Gym_Flag,No_Women_Only_Gym_Flag,Missing_Service_Count,Service_Gap_Score,Commercial_Space_Available,Floor_Area_sqft,Monthly_Rent,Annual_Rent_Per_sqft,Zoning_Compatible,Parking_Requirement_Met,Property_Condition_Rating,Property_Cost_Score,Property_Suitability_Score,Demand_Score,Growth_Score,Affordability_Fit_Score,Accessibility_Score,Competition_Gap_Score,Property_Score,Opportunity_Score,Municipality_Rank,Market_Zone_Rank,Candidate_Rank,Recommendation_Category,Census_Year,Gym_Data_Date,Property_Data_Date,Census_Completeness_Pct,Gym_Location_Completeness_Pct,Price_Completeness_Pct_Quality,Service_Completeness_Pct,Data_Quality_Score,Missing_Required_Fields,Primary_Census_Source_ID,Boundary_Source_ID,Analysis_Status,Last_Refresh_Date,Limitations
WIN-NORTHWEST-WI-5KM,Ontario,,M0012,Windsor,WIN-NORTHWEST-WI,Northwest Windsor,Value-Oriented Rental Market,0,WIN-NORTHWEST-WI-C,Northwest Windsor centroid candidate,Approximate market-zone centroid; no property address collected,42.30778,-83.026393,5,59563,,0.057,17.83,3340.6,16125,0.27072175679532595,17293,0.2903312459076944,17293,0.2903312459076944,27635,16040,0.5805284111473037,14135,0.5114890537362041,66800,55926,27505,22025,5525,0.4415597433841219,0.20087256862388655,,,,,,,,,,,,8,3,,1,1,4,4,1.34,0.5,7445,2162,5764,0,1.31,3.23,,,,,,,,,,1,2,2,8,8,,,,0,0,,0,,0.63,0,,1,1,2,0,,,,,,,,,,76.8,32.4,0,,10.9,,32.9,12,3,135,Insufficient data,2021,2026-07-27,,1,0.66,0,0.75,74.4,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIT-NORTH-KITCHE-3KM,Ontario,,M0006,Kitchener,KIT-NORTH-KITCHE,North Kitchener,Mixed Residential Market,0,KIT-NORTH-KITCHE-C,North Kitchener centroid candidate,Approximate market-zone centroid; no property address collected,43.46506,-80.460264,3,27566,,0.10099999999999999,12.53,1457.1,3744,0.20510123586642123,4127,0.22607152248225085,6232,0.22607560037727636,7623,2655,0.34911242603550297,2415,0.3168044077134986,107754,90282,10143,9066,1092,0.5925490196078431,0.10766045548654243,,,,,,,,,,,,4,2,,1,1,2,2,1.45,0.73,6892,1558,3116,0,0.3,1.45,,,,,,,,,,1,3,2,4,4,,,,0,0,,0,,1.5,0,,1,1,2,0,,,,,,,,,,55.5,62.2,46.7,,10,,32.8,14,2,136,Insufficient data,2021,2026-07-27,,1,0.55,0,0.75,70.5,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
BAR-NORTHWEST-BA-3KM,Ontario,,M0001,Barrie,BAR-NORTHWEST-BA,Northwest Barrie,Mixed Residential Market,0,BAR-NORTHWEST-BA-C,Northwest Barrie centroid candidate,Approximate market-zone centroid; no property address collected,44.395267,-79.715095,3,37568,,0.045,10.97,2076.8,4818,0.21152174485683428,5291,0.23227879777678265,8726,0.2322721465076661,8925,3246,0.3641871423763043,2949,0.3304201680672269,98175,86010,11925,10266,1659,0.5492776886035313,0.13911949685534591,,,,,,,,,,,,3,3,,0,0,0,3,0.8,0.8,12523,2909,2909,0,1.15,1.15,,,,,,,,,,1,2,2,3,3,,,,0,0,,0,,1.67,0,,1,1,2,0,,,,,,,,,,59.6,24.3,40.9,,19.8,,32.3,8,2,137,Insufficient data,2021,2026-07-27,,1,0.88,0,0.75,82.2,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
GUE-SOUTH-GUELPH-5KM,Ontario,,M0003,Guelph,GUE-SOUTH-GUELPH,South Guelph,Mixed Residential Market,0,GUE-SOUTH-GUELPH-C,South Guelph centroid candidate,Approximate market-zone centroid; no property address collected,43.517929,-80.23856,5,22586,,0.091,14.4,1568.5,6030,0.2669795448507925,6630,0.2935446736916674,6630,0.2935446736916674,8975,3620,0.4004424778761062,2530,0.2818941504178273,115684,97081,12730,11150,1580,0.5793712652637049,0.12411626080125687,,,,,,,,,,,,11,2,,6,4,3,8,4.87,0.89,2053,603,3315,0,1.25,1.48,,,,,,,,,,2,7,6,11,11,,,,0,0,,0,,1.36,0,,1,1,2,0,,,,,,,,,,59.2,55.4,56,,1.5,,32.2,10,3,138,Insufficient data,2021,2026-07-27,,1,0.65,0,0.75,73.8,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
GUE-SOUTHEAST-GU-3KM,Ontario,,M0003,Guelph,GUE-SOUTHEAST-GU,Southeast Guelph,Higher-Income Suburban Market,0,GUE-SOUTHEAST-GU-C,Southeast Guelph centroid candidate,Approximate market-zone centroid; no property address collected,43.512499,-80.195457,3,28173,,0.091,15.45,1135,4143,0.23626223225894752,4658,0.26561965373297747,7483,0.2656089163383381,6255,1383,0.22184793070259864,1080,0.17266187050359713,137571,117460,9939,8892,1062,0.6160881313656205,0.1068517959553275,,,,,,,,,,,,5,1,,4,2,0,5,1.77,0.35,5635,1497,7483,0,1.32,1.98,,,,,,,,,,1,5,4,5,5,,,,0,0,,0,,2,0,,1,1,2,0,,,,,,,,,,45,55.4,83.7,,7.8,,31.6,11,2,139,Insufficient data,2021,2026-07-27,,1,0.69,0,0.75,75.4,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIT-NORTH-KITCHE-5KM,Ontario,,M0006,Kitchener,KIT-NORTH-KITCHE,North Kitchener,Mixed Residential Market,0,KIT-NORTH-KITCHE-C,North Kitchener centroid candidate,Approximate market-zone centroid; no property address collected,43.46506,-80.460264,5,30424,,0.10099999999999999,20.88,1457.1,6240,0.20510123586642123,6878,0.22607152248225085,6878,0.22607152248225085,12705,4425,0.34911242603550297,4025,0.3168044077134986,107754,90282,16905,15110,1820,0.5925490196078431,0.10766045548654243,,,,,,,,,,,,9,3,,4,4,5,4,2.96,0.99,3380,764,2293,0,0.3,1.45,,,,,,,,,,2,6,5,9,9,,,,0,0,,0,,1.44,0,,1,1,2,0,,,,,,,,,,55.5,62.2,46.7,,3.9,,31.3,15,3,140,Insufficient data,2021,2026-07-27,,1,0.58,0,0.75,71.5,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
BAR-NORTHWEST-BA-5KM,Ontario,,M0001,Barrie,BAR-NORTHWEST-BA,Northwest Barrie,Mixed Residential Market,0,BAR-NORTHWEST-BA-C,Northwest Barrie centroid candidate,Approximate market-zone centroid; no property address collected,44.395267,-79.715095,5,37963,,0.045,18.28,2076.8,8030,0.21152174485683428,8818,0.23227879777678265,8818,0.23227879777678265,14875,5410,0.3641871423763043,4915,0.3304201680672269,98175,86010,19875,17110,2765,0.5492776886035313,0.13911949685534591,,,,,,,,,,,,4,3,,1,0,0,4,1.05,0.79,9491,2205,2939,0,1.15,1.15,,,,,,,,,,1,3,3,4,4,,,,0,0,,0,,1.75,0,,1,1,2,0,,,,,,,,,,59.6,24.3,40.9,,14.5,,31,9,3,141,Insufficient data,2021,2026-07-27,,1,0.82,0,0.75,80.1,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
GUE-SOUTHEAST-GU-5KM,Ontario,,M0003,Guelph,GUE-SOUTHEAST-GU,Southeast Guelph,Higher-Income Suburban Market,0,GUE-SOUTHEAST-GU-C,Southeast Guelph centroid candidate,Approximate market-zone centroid; no property address collected,43.512499,-80.195457,5,29226,,0.091,25.75,1135,6905,0.23626223225894752,7763,0.26561965373297747,7763,0.26561965373297747,10425,2305,0.22184793070259864,1800,0.17266187050359713,137571,117460,16565,14820,1770,0.6160881313656205,0.1068517959553275,,,,,,,,,,,,7,2,,4,2,1,6,2.4,0.68,4175,1109,3882,0,1.32,1.98,,,,,,,,,,2,5,4,7,7,,,,0,0,,0,,1.57,0,,1,1,2,0,,,,,,,,,,45,55.4,83.7,,5.2,,31,12,3,142,Insufficient data,2021,2026-07-27,,1,0.7,0,0.75,75.8,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-EAST-HAMILTO-5KM,Ontario,,M0004,Hamilton,HAM-EAST-HAMILTO,East Hamilton,Lower-Density Residential Market,0,HAM-EAST-HAMILTO-C,East Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.223877,-79.727585,5,72137,,0.06,84.86,850.1,12785,0.17723221093197666,14349,0.19891317908978748,14349,0.19891317908978748,28600,9605,0.33613298337707787,8900,0.3111888111888112,99835,85635,35140,30720,4430,0.5075169337518586,0.12606715993170176,,,,,,,,,,,,5,2,,2,1,1,4,0.69,0.28,14427,2870,7175,0,1.67,2.34,,,,,,,,,,1,3,3,5,5,,,,0,0,,0,,1.4,0,,1,1,2,0,,,,,,,,,,49.7,34.5,40.4,,23.1,,30.7,19,3,143,Insufficient data,2021,2026-07-27,,1,0.68,0,0.75,75,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
LON-SOUTHEAST-LO-3KM,Ontario,,M0007,London,LON-SOUTHEAST-LO,Southeast London,Lower-Density Residential Market,0,LON-SOUTHEAST-LO-C,Southeast London centroid candidate,Approximate market-zone centroid; no property address collected,42.957284,-81.199035,3,44643,,0.1,47.09,618,5808,0.1995999752562014,6479,0.2226529476050065,9940,0.22265528750308,11475,3609,0.31450980392156863,2334,0.20339869281045753,86952,77900,14526,12555,1920,0.5326460481099656,0.13217678645187939,,,,,,,,,,,,4,1,,2,1,1,3,0.9,0.22,11161,2485,9940,0,2.55,2.67,,,,,,,,,,1,2,2,4,4,,,,0,0,,0,,1.25,0,,1,1,2,0,,,,,,,,,,48.3,61.5,29.9,,17.4,,30.4,18,2,144,Insufficient data,2021,2026-07-27,,1,0.69,0,0.75,75.3,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
LON-SOUTH-LONDON-5KM,Ontario,,M0007,London,LON-SOUTH-LONDON,South London,Lower-Density Residential Market,0,LON-SOUTH-LONDON-C,South London centroid candidate,Approximate market-zone centroid; no property address collected,42.938015,-81.267106,5,70842,,0.1,139.02,509.6,13790,0.1946585358967844,15444,0.21800626746845092,15444,0.21800626746845092,28240,11685,0.41436170212765955,9770,0.3459631728045326,93422,80115,34140,29455,4685,0.5136454791176214,0.1372290568248389,,,,,,,,,,,,11,2,,6,3,4,7,1.55,0.28,6440,1404,7722,0,1.01,2.28,,,,,,,,,,2,6,6,11,11,,,,0,0,,0,,1.27,0,,1,1,2,0,,,,,,,,,,53.2,61.5,32.9,,9.2,,30.4,19,3,145,Insufficient data,2021,2026-07-27,,1,0.66,0,0.75,74.3,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-WEST-HAMILTO-5KM,Ontario,,M0004,Hamilton,HAM-WEST-HAMILTO,West Hamilton,Higher-Income Suburban Market,0,HAM-WEST-HAMILTO-C,West Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.237192,-79.954336,5,97733,,0.06,139.22,702,18755,0.19190038165205203,21183,0.21674357688805215,21183,0.21674357688805215,36925,9175,0.24847664184157076,7670,0.2077183480027082,133151,110894,50235,44605,5690,0.5498982925476176,0.11326764208221358,,,,,,,,,,,,8,2,,3,3,6,2,0.82,0.2,12217,2648,10592,0,1.42,2.71,,,,,,,,,,1,5,4,8,8,,,,0,0,,0,,1.25,0,,1,1,2,0,,,,,,,,,,41.7,34.5,74.7,,19.3,,30.3,20,2,146,Insufficient data,2021,2026-07-27,,1,0.5,0,0.75,68.8,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
ST--SOUTHEAST-ST-3KM,Ontario,,M0009,St. Catharines,ST--SOUTHEAST-ST,Southeast St. Catharines,Mixed Residential Market,0,ST--SOUTHEAST-ST-C,Southeast St. Catharines centroid candidate,Approximate market-zone centroid; no property address collected,43.148749,-79.217101,3,28136,,0.027999999999999997,11.22,1504.6,3963,0.23475263008245664,4285,0.25380295706568096,7141,0.25380295706568096,7377,2868,0.3902040816326531,2544,0.34485563237088246,80153,69409,8505,7047,1467,0.4907039899728431,0.1724867724867725,,,,,,,,,,,,2,2,,0,0,0,2,0.71,0.71,14068,3571,3571,0,1.5,1.5,,,,,,,,,,2,1,0,2,2,,,,0,0,,0,,1.5,0,,1,1,2,0,,,,,,,,,,58.9,12.8,18.3,,22.5,,29.4,5,2,147,Insufficient data,2021,2026-07-27,,1,0.82,0,0.75,80.1,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-WEST-HAMILTO-3KM,Ontario,,M0004,Hamilton,HAM-WEST-HAMILTO,West Hamilton,Higher-Income Suburban Market,0,HAM-WEST-HAMILTO-C,West Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.237192,-79.954336,3,58640,,0.06,83.53,702,11253,0.19190038165205203,12710,0.21674357688805215,12710,0.2167462482946794,22155,5505,0.24847664184157076,4602,0.2077183480027082,133151,110894,30141,26763,3414,0.5498982925476176,0.11326764208221358,,,,,,,,,,,,6,2,,3,3,4,2,1.02,0.34,9773,2118,6355,0,1.42,2.71,,,,,,,,,,1,5,4,6,6,,,,0,0,,0,,1.67,0,,1,1,2,0,,,,,,,,,,41.7,34.5,74.7,,15,,29.3,21,3,148,Insufficient data,2021,2026-07-27,,1,0.52,0,0.75,69.3,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-SOUTH-HAMILT-5KM,Ontario,,M0004,Hamilton,HAM-SOUTH-HAMILT,South Hamilton,Mixed Residential Market,0,HAM-SOUTH-HAMILT-C,South Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.211881,-79.874986,5,111366,,0.06,50.13,2221.5,21750,0.19530197726415602,24558,0.2205161359840526,24558,0.2205161359840526,39910,11145,0.27879924953095686,5400,0.1353044349787021,103515,92425,54150,46880,7230,0.5109815248787399,0.1335180055401662,,,,,,,,,,,,14,3,,6,3,8,6,1.26,0.27,7955,1754,8186,0,0.98,1.09,,,,,,,,,,1,9,8,14,14,,,,0,0,,0,,1.29,0,,1,1,2,0,,,,,,,,,,50.9,34.5,49.6,,11.8,,29.2,22,3,149,Insufficient data,2021,2026-07-27,,1,0.54,0,0.75,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-SOUTHEAST-HA-1KM,Ontario,,M0004,Hamilton,HAM-SOUTHEAST-HA,Southeast Hamilton,Higher-Income Suburban Market,0,HAM-SOUTHEAST-HA-C,Southeast Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.195201,-79.792599,1,11405,,0.06,13.59,839.5,2294,0.2011327967454013,2582,0.22641906465358513,2582,0.22639193336256028,3858,837,0.2172333246820659,417,0.10808709175738725,115206,103356,5896,5202,716,0.5715855400505438,0.12143826322930801,,,,,,,,,,,,1,1,,0,0,0,1,0.88,0.88,11405,2582,2582,0,0.19,0.19,,,,,,,,,,1,1,0,1,1,,,,0,0,,0,,2,0,,1,1,2,0,,,,,,,,,,41.2,34.5,64.5,,17.8,,28.8,23,2,150,Insufficient data,2021,2026-07-27,,1,0.65,0,0.75,74,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
LON-SOUTHWEST-LO-5KM,Ontario,,M0007,London,LON-SOUTHWEST-LO,Southwest London,Higher-Income Suburban Market,0,LON-SOUTHWEST-LO-C,Southwest London centroid candidate,Approximate market-zone centroid; no property address collected,42.956733,-81.328666,5,39910,,0.1,43.68,913.7,5275,0.1321723878727136,6239,0.15632673515409673,6239,0.15632673515409673,15795,3435,0.21774960380348654,2485,0.15732826843937955,140410,115527,19115,17030,2065,0.5227935533384497,0.10803034266283024,,,,,,,,,,,,8,3,,3,1,2,6,2,0.75,4989,780,2080,0,2.11,2.11,,,,,,,,,,2,3,3,8,8,,,,0,0,,0,,1,0,,1,1,2,0,,,,,,,,,,36.1,61.5,81,,6.7,,28.6,20,3,151,Insufficient data,2021,2026-07-27,,1,0.76,0,0.75,77.7,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
BAR-SOUTHWEST-BA-3KM,Ontario,,M0001,Barrie,BAR-SOUTHWEST-BA,Southwest Barrie,Higher-Income Suburban Market,0,BAR-SOUTHWEST-BA-C,Southwest Barrie centroid candidate,Approximate market-zone centroid; no property address collected,44.344212,-79.714389,3,35348,,0.045,24.82,907.8,4719,0.2094261749434163,5367,0.23818399680468647,8419,0.23817471992757724,7923,1953,0.24705882352941178,1404,0.1772056039379023,118557,106091,12783,11265,1524,0.6213801092172762,0.11922084017836189,,,,,,,,,,,,4,2,,1,0,1,3,1.13,0.57,8837,2105,4210,0,0.76,0.76,,,,,,,,,,1,3,2,4,4,,,,0,0,,0,,1.5,0,,1,1,2,0,,,,,,,,,,45.1,24.3,68.2,,13.4,,28.4,10,1,152,Insufficient data,2021,2026-07-27,,1,0.6,0,0.75,72.2,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
WIN-NORTHEAST-2--3KM,Ontario,,M0012,Windsor,WIN-NORTHEAST-2-,Northeast 2 Windsor,Mixed Residential Market,0,WIN-NORTHEAST-2--C,Northeast 2 Windsor centroid candidate,Approximate market-zone centroid; no property address collected,42.312907,-82.971922,3,41438,,0.057,11.32,2226.7,4788,0.18991860631158075,5290,0.20981484125850824,8694,0.20980742313818235,11445,3786,0.3316688567674113,2889,0.2524246395806029,81797,68848,11799,9456,2340,0.44620611551528877,0.19832189168573605,,,,,,,,,,,,4,2,,0,0,2,2,0.97,0.48,10360,2174,4347,0,1.34,1.34,,,,,,,,,,1,1,1,4,4,,,,0,0,,0,,0.75,0,,1,1,2,0,,,,,,,,,,55.3,32.4,17.6,,16,,28.4,13,2,153,Insufficient data,2021,2026-07-27,,1,0.73,0,0.75,76.6,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
LON-SOUTHEAST-LO-5KM,Ontario,,M0007,London,LON-SOUTHEAST-LO,Southeast London,Lower-Density Residential Market,0,LON-SOUTHEAST-LO-C,Southeast London centroid candidate,Approximate market-zone centroid; no property address collected,42.957284,-81.199035,5,48497,,0.1,78.48,618,9680,0.1995999752562014,10798,0.2226529476050065,10798,0.2226529476050065,19125,6015,0.31450980392156863,3890,0.20339869281045753,86952,77900,24210,20925,3200,0.5326460481099656,0.13217678645187939,,,,,,,,,,,,8,1,,4,2,3,5,1.65,0.21,6062,1350,10798,0,2.55,2.67,,,,,,,,,,1,4,4,8,8,,,,0,0,,0,,1.13,0,,1,1,2,0,,,,,,,,,,48.3,61.5,29.9,,8.5,,28.2,21,3,154,Insufficient data,2021,2026-07-27,,1,0.62,0,0.75,72.9,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
GRE-WEST-GREATER-5KM,Ontario,,M0002,Greater Sudbury / Grand Sudbury,GRE-WEST-GREATER,West Greater Sudbury / Grand Sudbury,Lower-Density Residential Market,0,GRE-WEST-GREATER-C,West Greater Sudbury / Grand Sudbury centroid candidate,Approximate market-zone centroid; no property address collected,46.579991,-81.216544,5,19950,,0.027999999999999997,548.53,36.4,3340,0.1674185463659148,3738,0.18736842105263157,3738,0.18736842105263157,8365,2085,0.24880668257756564,1440,0.17214584578601316,106627,93289,9785,9110,680,0.5502869223799456,0.06949412365866121,,,,,,,,,,,,1,1,,0,0,0,1,0.5,0.5,19950,3738,3738,0,1.38,1.38,,,,,,,,,,1,1,0,1,1,,,,0,0,,0,,2,0,,1,1,2,0,,,,,,,,,,38.6,12.8,50.8,,32.7,,28.1,14,2,155,Insufficient data,2021,2026-07-27,,1,0.65,0,0.75,74,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
ST--SOUTHWEST-ST-3KM,Ontario,,M0009,St. Catharines,ST--SOUTHWEST-ST,Southwest St. Catharines,Lower-Density Residential Market,0,ST--SOUTHWEST-ST-C,Southwest St. Catharines centroid candidate,Approximate market-zone centroid; no property address collected,43.141598,-79.259964,3,24134,,0.027999999999999997,18.5,803,3261,0.21948067681621775,3643,0.24516415620078344,5917,0.24517278528217454,6072,2181,0.3588351431391905,1677,0.27618577075098816,104352,82199,7566,6354,1200,0.5114706592610481,0.1586042823156225,,,,,,,,,,,,2,1,,1,1,1,1,0.83,0.41,12067,2959,5917,0,1.68,2.9,,,,,,,,,,1,1,1,2,2,,,,0,0,,0,,1.5,0,,1,1,2,0,,,,,,,,,,52.5,12.8,35.7,,19,,28,6,2,156,Insufficient data,2021,2026-07-27,,1,0.72,0,0.75,76.6,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
BAR-SOUTHWEST-BA-1KM,Ontario,,M0001,Barrie,BAR-SOUTHWEST-BA,Southwest Barrie,Higher-Income Suburban Market,0,BAR-SOUTHWEST-BA-C,Southwest Barrie centroid candidate,Approximate market-zone centroid; no property address collected,44.344212,-79.714389,1,7640,,0.045,8.27,907.8,1573,0.2094261749434163,1789,0.23818399680468647,1820,0.23821989528795812,2641,651,0.24705882352941178,468,0.1772056039379023,118557,106091,4261,3755,508,0.6213801092172762,0.11922084017836189,,,,,,,,,,,,1,1,,0,0,0,1,1.31,1.31,7640,1820,1820,0,0.76,0.76,,,,,,,,,,1,1,0,1,1,,,,0,0,,0,,2,0,,1,1,2,0,,,,,,,,,,45.1,24.3,68.2,,11.3,,27.9,11,2,157,Insufficient data,2021,2026-07-27,,1,0.65,0,0.75,74,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
BAR-SOUTHWEST-BA-5KM,Ontario,,M0001,Barrie,BAR-SOUTHWEST-BA,Southwest Barrie,Higher-Income Suburban Market,0,BAR-SOUTHWEST-BA-C,Southwest Barrie centroid candidate,Approximate market-zone centroid; no property address collected,44.344212,-79.714389,5,37555,,0.045,41.37,907.8,7865,0.2094261749434163,8945,0.23818399680468647,8945,0.23818399680468647,13205,3255,0.24705882352941178,2340,0.1772056039379023,118557,106091,21305,18775,2540,0.6213801092172762,0.11922084017836189,,,,,,,,,,,,6,2,,3,2,2,4,1.6,0.53,6259,1491,4473,0,0.76,0.76,,,,,,,,,,1,5,4,6,6,,,,0,0,,0,,1.67,0,,1,1,2,0,,,,,,,,,,45.1,24.3,68.2,,8.9,,27.3,12,3,158,Insufficient data,2021,2026-07-27,,1,0.58,0,0.75,71.7,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
